Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2017-08-07,1101.320068359375,857.4356689453125,227.58982849121094,783.4506225585938,1106.443603515625
2017-08-08,1099.11669921875,852.3300170898438,222.95425415039062,776.7618408203125,1106.26708984375
2017-08-09,1106.97216796875,845.8819580078125,221.8970489501953,774.944091796875,1110.22265625
2017-08-10,1102.7091064453125,843.96435546875,222.10035705566406,767.9402465820312,1109.9796142578125
2017-08-11,1095.811767578125,838.4991455078125,220.7991485595703,749.4729614257812,1103.173095703125
2017-08-14,1105.4871826171875,842.4061889648438,220.59580993652344,762.4630126953125,1091.3946533203125
2017-08-16,1093.3209228515625,853.93603515625,227.06121826171875,759.09423828125,1101.5377197265625
2017-08-17,1087.2379150390625,846.3374633789062,227.7118377685547,759.5789794921875,1098.57666015625
2017-08-18,1092.0755615234375,839.9853515625,229.21633911132812,763.60205078125,1111.0181884765625
2017-08-21,1086.7589111328125,835.6947021484375,229.01303100585938,758.2703247070312,1117.64794921875
2017-08-22,1081.9691162109375,837.5164794921875,230.0702362060547,756.161865234375,1103.8363037109375
2017-08-23,1093.3209228515625,849.7171630859375,229.7855987548828,766.8253784179688,1100.25634765625
2017-08-24,1087.860595703125,844.9471435546875,228.89105224609375,760.0394897460938,1103.4166259765625
2017-08-28,1107.307373046875,844.8273315429688,229.7042999267578,759.3123779296875,1099.3060302734375
2017-08-29,1103.2835693359375,837.1089477539062,227.91510009765625,742.6384887695312,1092.0352783203125
2017-08-30,1104.864501953125,847.8475952148438,229.3383026123047,758.1248779296875,1098.0908203125
2017-08-31,1119.425537109375,851.6348266601562,229.54161071777344,772.8599243164062,1103.3056640625
2017-09-01,1164.784912109375,847.3920288085938,230.6395263671875,780.4213256835938,1085.67138671875
2017-09-04,1146.7274169921875,839.3861083984375,230.23289489746094,781.9965209960938,1085.56103515625
2017-09-05,1155.636474609375,841.5194091796875,230.0295867919922,791.3270874023438,1098.002197265625
2017-09-06,1155.3489990234375,843.7007446289062,224.21484375,797.5313110351562,1084.23486328125
2017-09-07,1148.26025390625,846.8887939453125,219.904541015625,793.0719604492188,1087.2845458984375
2017-09-08,1153.3372802734375,857.004150390625,221.49041748046875,791.9087524414062,1091.9248046875
2017-09-11,1186.0037841796875,874.1187744140625,222.5069580078125,792.8781127929688,1084.78759765625
2017-09-12,1203.5345458984375,879.7997436523438,225.80067443847656,798.5491943359375,1099.8143310546875
2017-09-13,1202.1932373046875,882.9877319335938,220.7991485595703,823.0267333984375,1100.145751953125
2017-09-14,1193.667724609375,881.813232421875,221.20578002929688,818.0343017578125,1099.151123046875
2017-09-15,1193.1405029296875,886.3915405273438,219.00991821289062,816.0469970703125,1107.593017578125
2017-09-18,1203.1513671875,891.9046020507812,217.1394805908203,819.6823120117188,1104.499267578125
2017-09-19,1200.6126708984375,886.7510986328125,217.83074951171875,812.94482421875,1104.1456298828125
2017-09-20,1185.2855224609375,886.3435668945312,220.8397674560547,821.2333374023438,1102.068359375
2017-09-21,1177.429931640625,881.66943359375,219.21328735351562,815.6107177734375,1115.9234619140625
2017-09-22,1162.2464599609375,874.4783325195312,218.3187255859375,792.3934326171875,1106.5101318359375
2017-09-25,1146.6317138671875,862.8048706054688,213.2764892578125,796.4164428710938,1109.67041015625
2017-09-26,1124.6463623046875,859.2333984375,213.43917846679688,795.0108032226562,1093.71533203125
2017-09-27,1111.23486328125,851.6587524414062,210.22679138183594,774.70166015625,1102.709228515625
2017-09-28,1082.4959716796875,860.671630859375,212.7072296142578,762.3902587890625,1094.510498046875
2017-09-29,1084.1246337890625,865.6573486328125,210.0641326904297,757.0101318359375,1076.6109619140625
2017-10-03,1100.505615234375,867.1674194335938,212.58522033691406,773.9262084960938,1082.1356201171875
2017-10-04,1105.53515625,861.486572265625,217.4647674560547,793.799072265625,1079.4176025390625
2017-10-05,1104.768798828125,862.2536010742188,215.71627807617188,798.9369506835938,1073.8048095703125
2017-10-06,1108.6483154296875,862.9727172851562,216.44821166992188,811.4423217773438,1081.33984375
2017-10-09,1109.893798828125,860.7674560546875,217.95272827148438,805.2380981445312,1084.632568359375
2017-10-10,1114.1090087890625,864.2191162109375,216.48890686035156,817.4041748046875,1086.9085693359375
2017-10-11,1111.8095703125,858.2026977539062,215.8382568359375,814.447509765625,1105.0738525390625
2017-10-12,1110.08544921875,871.9375,217.1394805908203,846.050048828125,1126.2216796875
2017-10-13,1124.8858642578125,887.2784423828125,216.28555297851562,849.636962890625,1130.818115234375
2017-10-16,1121.8204345703125,890.3226318359375,217.54612731933594,849.9761962890625,1142.22119140625
2017-10-17,1146.8232421875,887.494140625,217.3427734375,847.6011352539062,1146.7069091796875
2017-10-18,1130.0589599609375,895.7638549804688,219.8638916015625,886.5228271484375,1143.193603515625
2017-10-19,1128.9571533203125,886.1278686523438,219.29461669921875,882.0636596679688,1142.000244140625
2017-10-23,1124.7899169921875,893.2709350585938,217.1800994873047,911.00048828125,1143.768310546875
2017-10-24,1171.490478515625,895.0927124023438,217.1394805908203,905.668701171875,1139.569091796875
2017-10-25,1151.1817626953125,860.5757446289062,218.96929931640625,911.1458129882812,1134.4730224609375
2017-10-26,1141.075439453125,860.6954956054688,218.2780303955078,918.4163818359375,1125.14404296875
2017-10-27,1134.7529296875,858.6341552734375,219.05062866210938,901.4033813476562,1145.2862548828125
2017-10-30,1132.8369140625,870.1157836914062,215.6349334716797,913.6661987304688,1159.423095703125
2017-10-31,1133.7489013671875,866.999755859375,216.08226013183594,912.0668334960938,1162.8798828125
2017-11-01,1129.044189453125,873.0880126953125,219.45726013183594,923.4088745117188,1153.5068359375
2017-11-02,1131.3966064453125,873.51953125,216.04156494140625,917.640869140625,1163.8328857421875
2017-11-03,1125.683837890625,877.6424560546875,215.8382568359375,916.3806762695312,1161.1517333984375
2017-11-06,1115.9869384765625,876.6355590820312,215.43162536621094,903.9722290039062,1181.2939453125
2017-11-07,1095.9205322265625,874.2865600585938,215.75692749023438,878.96142578125,1201.0146484375
2017-11-08,1125.44384765625,875.365234375,215.8382568359375,860.6397094726562,1212.0718994140625
2017-11-09,1147.9105224609375,876.2761840820312,211.4873504638672,872.9512329101562,1212.6925048828125
2017-11-10,1131.5887451171875,873.4716186523438,212.82923889160156,856.8106079101562,1200.43896484375
2017-11-13,1128.08447265625,869.4207153320312,210.0641326904297,848.4736938476562,1222.685791015625
2017-11-14,1108.9781494140625,864.0513916015625,208.64093017578125,859.5734252929688,1203.03125
2017-11-15,1134.4212646484375,863.0445556640625,205.9978790283203,856.6651000976562,1198.90966796875
2017-11-16,1132.5008544921875,866.6161499023438,207.4617462158203,876.19873046875,1217.2349853515625
2017-11-17,1124.5799560546875,875.1735229492188,209.8201446533203,884.00244140625,1199.7960205078125
2017-11-20,1119.8272705078125,881.2139892578125,210.7960662841797,892.6786499023438,1198.0902099609375
2017-11-21,1114.0185546875,885.09716796875,208.031005859375,904.0206909179688,1184.5732421875
2017-11-22,1127.4603271484375,889.4118041992188,209.94215393066406,902.2757568359375,1187.9854736328125
2017-11-23,1113.346435546875,883.4671020507812,209.94215393066406,918.0286254882812,1188.251220703125
2017-11-24,1113.346435546875,887.5659790039062,212.05662536621094,922.0032348632812,1191.2652587890625
2017-11-27,1110.370361328125,890.514404296875,210.83673095703125,922.2455444335938,1190.2901611328125
2017-11-28,1124.2919921875,894.253662109375,209.00692749023438,914.4902954101562,1190.0467529296875
2017-11-29,1107.825927734375,898.06494140625,209.86083984375,917.0592041015625,1178.0145263671875
2017-11-30,1101.00927734375,888.668701171875,208.23431396484375,893.357177734375,1168.64111328125
2017-12-01,1088.52783203125,886.031982421875,207.5430450439453,882.2574462890625,1165.5169677734375
2017-12-04,1076.286376953125,879.2723388671875,207.4617462158203,874.017578125,1166.5806884765625
2017-12-05,1070.5255126953125,872.728515625,206.44515991210938,885.7473754882812,1167.9986572265625
2017-12-06,1060.30029296875,864.5067749023438,204.61534118652344,898.30126953125,1167.00146484375
2017-12-07,1098.752685546875,867.5509643554688,206.03851318359375,903.0513305664062,1159.8885498046875
2017-12-08,1090.207763671875,882.2926635742188,213.23587036132812,892.8240356445312,1152.90869140625
2017-12-11,1080.9427490234375,885.1690673828125,216.529541015625,888.1224365234375,1179.3216552734375
2017-12-12,1072.8297119140625,872.4649047851562,212.7072296142578,887.5892944335938,1157.628662109375
2017-12-13,1072.013916015625,873.1599731445312,210.6334228515625,886.6682739257812,1164.8299560546875
2017-12-14,1078.6385498046875,881.166015625,214.9030303955078,893.3086547851562,1133.54248046875
2017-12-15,1074.0780029296875,898.1369018554688,215.18765258789062,891.6122436523438,1128.135498046875
2017-12-18,1091.792236328125,900.7735595703125,214.0491180419922,892.8240356445312,1143.6024169921875
2017-12-19,1092.320068359375,903.4342651367188,214.9030303955078,897.6226196289062,1141.297607421875
2017-12-20,1090.207763671875,895.5960083007812,214.13040161132812,890.0611572265625,1147.346923828125
2017-12-21,1092.51220703125,895.6680297851562,213.92709350585938,885.020263671875,1150.338134765625
2017-12-22,1092.6080322265625,899.6709594726562,213.96780395507812,892.2423706054688,1172.962158203125
